id,full_name,age,occupation,lga,ward,street,declared_income,property_value,business_owner,sector,compliance_score,created_at
162,Jared Ramos,64,Location manager,Shomolu,Ward 4 Shomolu,Street 8 Ward 4 Shomolu,5668135.5,11140270.09,False,Finance,49.96,2023-02-19
163,Catherine Peterson,60,Estate agent,Yaba,Ward 5 Yaba,Street 7 Ward 5 Yaba,5266242.0,20355698.89,True,Retail,97.85,2024-01-06
164,Lauren Johnson,33,Chief Technology Officer,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 8 Ward 5 Oshodi-Isolo,1737726.0,2717757.96,True,Retail,44.22,2023-10-20
165,Ralph Stanley,63,Contracting civil engineer,Epe,Ward 2 Epe,Street 5 Ward 2 Epe,6114937.5,16184700.44,True,Real Estate,88.51,2024-03-08
166,Christine Tucker,54,"Scientist, research (life sciences)",Badagry,Ward 4 Badagry,Street 5 Ward 4 Badagry,926205.0,1645689.58,False,Retail,40.93,2025-08-10
167,Rachel Austin MD,38,Marketing executive,Victoria Island,Ward 4 Victoria Island,Street 3 Ward 4 Victoria Island,5964188.0,23199945.55,True,Retail,47.5,2020-12-22
168,Joseph Green,55,IT sales professional,Ikorodu,Ward 3 Ikorodu,Street 8 Ward 3 Ikorodu,416978.0,1563388.56,False,Real Estate,88.34,2021-11-30
169,Carlos Williams,54,Mechanical engineer,Alimosho,Ward 1 Alimosho,Street 5 Ward 1 Alimosho,3540412.0,12921092.62,False,Tech,73.71,2025-04-10
170,Donna Sharp,55,Nature conservation officer,Yaba,Ward 5 Yaba,Street 2 Ward 5 Yaba,9631118.0,22646385.18,True,Transport,70.48,2025-08-28
171,Debra Sullivan,25,"Optician, dispensing",Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 6 Ward 3 Ifako-Ijaiye,4918993.5,8907819.05,False,Tech,88.59,2024-08-17
172,Laura Garcia,30,Environmental manager,Ikorodu,Ward 1 Ikorodu,Street 3 Ward 1 Ikorodu,3695863.0,7212608.09,True,Tech,50.25,2021-08-06
173,Karen Porter,62,Merchant navy officer,Epe,Ward 3 Epe,Street 2 Ward 3 Epe,4386258.0,15016275.39,True,Hospitality,85.32,2020-10-26
174,Curtis Medina,42,Professor Emeritus,Ajah,Ward 4 Ajah,Street 7 Ward 4 Ajah,3953361.0,8321410.97,False,Finance,59.85,2025-06-10
175,David Mendez,56,Adult nurse,Kosofe,Ward 5 Kosofe,Street 2 Ward 5 Kosofe,7394085.0,23405539.32,True,Real Estate,59.44,2020-06-22
176,Michelle Travis,48,Ship broker,Epe,Ward 3 Epe,Street 4 Ward 3 Epe,4794156.0,13043363.91,True,Finance,50.15,2021-01-09
177,Daniel Vega,62,Immunologist,Ikeja,Ward 2 Ikeja,Street 1 Ward 2 Ikeja,5423315.0,9763290.11,True,Manufacturing,56.58,2023-02-19
178,Stephanie Brown,55,Brewing technologist,Surulere,Ward 2 Surulere,Street 3 Ward 2 Surulere,6501692.0,14827200.14,True,Transport,58.27,2022-08-21
179,Diana Long,22,Fish farm manager,Ikorodu,Ward 1 Ikorodu,Street 1 Ward 1 Ikorodu,2495100.0,4241489.99,True,Real Estate,72.55,2025-03-21
180,Kristy Williams,54,Contracting civil engineer,Badagry,Ward 4 Badagry,Street 9 Ward 4 Badagry,1223365.5,4759260.04,True,Retail,73.69,2021-06-21
181,Jonathan Martinez,55,Make,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 1 Ward 3 Ifako-Ijaiye,3303169.5,10734410.52,False,Hospitality,95.22,2025-07-05
182,Tracey Freeman,48,Electrical engineer,Epe,Ward 5 Epe,Street 4 Ward 5 Epe,746446.5,2767042.02,True,Manufacturing,92.8,2024-11-18
183,Rodney Thompson MD,35,TEFL teacher,Agege,Ward 3 Agege,Street 2 Ward 3 Agege,4427247.0,12709550.49,True,Finance,86.27,2022-07-08
184,Katelyn Flores,51,Fish farm manager,Lekki,Ward 3 Lekki,Street 2 Ward 3 Lekki,9976336.0,19396572.42,True,Transport,65.58,2026-01-23
185,Richard Dunn,56,Gaffer,Mushin,Ward 1 Mushin,Street 1 Ward 1 Mushin,3978094.5,13656290.39,False,Hospitality,62.13,2022-05-02
186,Alec Murphy,53,"Surveyor, commercial/residential",Alimosho,Ward 2 Alimosho,Street 3 Ward 2 Alimosho,1316804.0,3053523.3,True,Finance,42.11,2025-06-04
187,Stephanie Cortez,53,Prison officer,Eti-Osa,Ward 5 Eti-Osa,Street 6 Ward 5 Eti-Osa,1067574.0,2940284.61,False,Transport,56.86,2025-07-27
188,Monica Dennis,40,Physiological scientist,Ikeja,Ward 2 Ikeja,Street 7 Ward 2 Ikeja,8030677.5,22543032.48,False,Real Estate,94.23,2021-01-16
189,Timothy Poole,21,"Engineer, chemical",Mushin,Ward 5 Mushin,Street 3 Ward 5 Mushin,6182022.0,14151236.6,True,Hospitality,88.72,2023-11-06
190,Candace Delacruz,62,Research scientist (medical),Mushin,Ward 1 Mushin,Street 1 Ward 1 Mushin,4588065.0,8503696.01,True,Manufacturing,46.36,2021-09-03
191,Brian Carson,68,"Solicitor, Scotland",Victoria Island,Ward 5 Victoria Island,Street 3 Ward 5 Victoria Island,13559888.0,31163140.4,False,Manufacturing,85.08,2025-05-11
192,Samuel Smith,41,Ship broker,Badagry,Ward 3 Badagry,Street 10 Ward 3 Badagry,1880707.5,6639784.76,False,Retail,57.13,2021-02-28
193,Michelle Stokes,24,Geographical information systems officer,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 2 Ward 3 Ifako-Ijaiye,4952706.0,16516311.01,True,Manufacturing,41.01,2022-12-28
194,Priscilla Ayers,56,Planning and development surveyor,Ifako-Ijaiye,Ward 2 Ifako-Ijaiye,Street 5 Ward 2 Ifako-Ijaiye,6966510.0,18115487.27,True,Tech,55.95,2024-05-03
195,Susan Zavala,55,Product designer,Oshodi-Isolo,Ward 2 Oshodi-Isolo,Street 10 Ward 2 Oshodi-Isolo,5896440.0,12297799.29,False,Retail,41.52,2022-04-13
196,Melinda Hendricks,27,Production engineer,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 2 Ward 5 Amuwo-Odofin,3915279.0,10666025.87,False,Transport,65.7,2024-04-19
197,Sandra Robinson,44,Optometrist,Eti-Osa,Ward 5 Eti-Osa,Street 2 Ward 5 Eti-Osa,11870598.0,41040009.4,True,Retail,99.43,2025-08-18
198,Thomas Preston,43,Chartered certified accountant,Ikorodu,Ward 4 Ikorodu,Street 1 Ward 4 Ikorodu,525306.0,1348539.27,True,Retail,94.07,2025-04-19
199,Travis Chavez,39,"Engineer, communications",Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 4 Ward 2 Amuwo-Odofin,6447409.5,18258010.4,False,Manufacturing,96.85,2023-11-20
200,Mary Jenkins,48,Drilling engineer,Alimosho,Ward 3 Alimosho,Street 1 Ward 3 Alimosho,2432971.0,8939112.71,True,Finance,48.6,2025-06-03
201,Jeremy Young,50,Tourist information centre manager,Yaba,Ward 5 Yaba,Street 2 Ward 5 Yaba,4538994.0,15422163.56,False,Retail,88.67,2023-04-08
202,Melissa Anderson,50,Education administrator,Alimosho,Ward 2 Alimosho,Street 10 Ward 2 Alimosho,2384548.0,9536991.24,True,Real Estate,80.82,2022-05-14
203,Marissa Ritter,61,Freight forwarder,Lekki,Ward 2 Lekki,Street 1 Ward 2 Lekki,16229420.0,64565568.08,False,Tech,77.34,2021-10-02
204,Damon Davis,65,Chartered certified accountant,Ikeja,Ward 5 Ikeja,Street 3 Ward 5 Ikeja,11998930.0,21386932.97,True,Tech,80.16,2021-12-25
205,Ann Brown DDS,68,Optometrist,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 1 Ward 3 Ifako-Ijaiye,2150928.0,3543168.97,True,Finance,46.07,2024-10-26
206,Melinda Sutton,35,Health and safety adviser,Agege,Ward 2 Agege,Street 1 Ward 2 Agege,4479362.0,10003895.3,False,Manufacturing,70.21,2024-02-16
207,Mary Zimmerman,48,Applications developer,Victoria Island,Ward 2 Victoria Island,Street 2 Ward 2 Victoria Island,8934092.0,24849426.16,False,Real Estate,58.29,2022-04-08
208,Gregory Welch,25,Careers adviser,Ifako-Ijaiye,Ward 1 Ifako-Ijaiye,Street 7 Ward 1 Ifako-Ijaiye,3490945.5,9462596.9,False,Manufacturing,46.38,2025-01-29
209,John Kent,44,Call centre manager,Oshodi-Isolo,Ward 2 Oshodi-Isolo,Street 8 Ward 2 Oshodi-Isolo,6151560.0,14967530.87,False,Manufacturing,69.43,2022-08-24
210,Thomas Miller,48,Futures trader,Epe,Ward 3 Epe,Street 1 Ward 3 Epe,924664.5,2556206.83,True,Retail,78.98,2024-12-07
211,John Hebert,38,Set designer,Ifako-Ijaiye,Ward 1 Ifako-Ijaiye,Street 1 Ward 1 Ifako-Ijaiye,457092.0,1799572.53,False,Finance,59.87,2022-03-03
212,Henry Howe DDS,24,Nutritional therapist,Ifako-Ijaiye,Ward 2 Ifako-Ijaiye,Street 5 Ward 2 Ifako-Ijaiye,1952440.5,6127530.99,False,Tech,47.03,2023-10-09
213,Mary Russo,47,Health visitor,Shomolu,Ward 2 Shomolu,Street 4 Ward 2 Shomolu,2697286.5,4761247.16,False,Real Estate,63.34,2020-03-28
214,Melissa Morris,62,Health physicist,Agege,Ward 2 Agege,Street 6 Ward 2 Agege,442218.0,1548555.88,True,Tech,62.31,2023-10-19
215,Jeffrey Mueller,65,Music therapist,Somolu,Ward 2 Somolu,Street 8 Ward 2 Somolu,4306729.5,15684908.38,True,Transport,81.68,2023-07-29
216,Carla Brandt,61,Copy,Badagry,Ward 2 Badagry,Street 8 Ward 2 Badagry,7021750.5,18591526.73,True,Hospitality,96.51,2025-02-16
217,Kimberly Trujillo,41,Patent attorney,Ikeja,Ward 1 Ikeja,Street 6 Ward 1 Ikeja,3302237.5,5451681.86,True,Manufacturing,69.1,2020-05-08
218,Douglas Griffin,60,Diagnostic radiographer,Badagry,Ward 1 Badagry,Street 10 Ward 1 Badagry,4250095.5,12948946.88,False,Transport,63.3,2020-05-26
219,Bryan Leach,63,Insurance risk surveyor,Shomolu,Ward 3 Shomolu,Street 8 Ward 3 Shomolu,4373820.0,17055355.35,False,Finance,56.61,2022-12-26
220,Elaine Alvarez,55,Interior and spatial designer,Somolu,Ward 4 Somolu,Street 2 Ward 4 Somolu,1590513.0,5997692.74,False,Transport,60.75,2020-12-02
221,Sean Foster,44,Outdoor activities/education manager,Ikorodu,Ward 2 Ikorodu,Street 9 Ward 2 Ikorodu,2319345.0,4935705.03,False,Retail,43.27,2023-02-22
222,Cory Duke,21,"Engineer, drilling",Lekki,Ward 4 Lekki,Street 9 Ward 4 Lekki,1945020.0,5775543.43,True,Finance,52.44,2022-12-16
223,Holly Cox,69,Mechanical engineer,Ikeja,Ward 4 Ikeja,Street 4 Ward 4 Ikeja,11292897.5,26505734.63,False,Tech,90.54,2026-01-16
224,Steven Duran,33,Product manager,Eti-Osa,Ward 4 Eti-Osa,Street 7 Ward 4 Eti-Osa,13243689.0,23330420.96,True,Manufacturing,96.23,2024-04-14
225,Brooke Haley,47,Retail merchandiser,Surulere,Ward 4 Surulere,Street 4 Ward 4 Surulere,6560820.0,18079265.86,True,Retail,50.0,2024-07-05
226,Samantha Wiley,47,Seismic interpreter,Surulere,Ward 1 Surulere,Street 8 Ward 1 Surulere,673758.0,1588075.52,False,Finance,60.95,2023-11-13
227,Marvin Dickson,59,Volunteer coordinator,Ikorodu,Ward 3 Ikorodu,Street 8 Ward 3 Ikorodu,4661833.0,13635612.83,True,Manufacturing,64.92,2020-06-13
228,Leslie Martinez,63,"Designer, interior/spatial",Kosofe,Ward 4 Kosofe,Street 4 Ward 4 Kosofe,5345062.5,8200727.9,False,Manufacturing,46.12,2023-05-06
229,Jeffrey Martin,41,Pharmacologist,Somolu,Ward 4 Somolu,Street 2 Ward 4 Somolu,3522759.0,8649096.93,True,Manufacturing,68.95,2023-09-04
230,Chad Landry,46,Clinical research associate,Lekki,Ward 1 Lekki,Street 3 Ward 1 Lekki,3826632.0,8272665.99,True,Hospitality,75.45,2024-09-11
231,Adam Silva,24,Arts administrator,Apapa,Ward 1 Apapa,Street 3 Ward 1 Apapa,2346336.0,5052873.77,False,Transport,54.12,2023-09-19
232,Laurie Williams,49,Microbiologist,Lekki,Ward 3 Lekki,Street 7 Ward 3 Lekki,17289500.0,56269642.36,True,Tech,88.11,2024-04-05
233,Wyatt Smith,52,Media planner,Ifako-Ijaiye,Ward 1 Ifako-Ijaiye,Street 7 Ward 1 Ifako-Ijaiye,1904010.0,3208963.36,True,Real Estate,52.97,2021-09-04
234,Kaitlin Reed,70,Acupuncturist,Badagry,Ward 4 Badagry,Street 5 Ward 4 Badagry,1445191.5,3597518.44,False,Manufacturing,53.58,2025-06-13
235,Maria Meyer,59,"Research officer, political party",Victoria Island,Ward 3 Victoria Island,Street 3 Ward 3 Victoria Island,13811724.0,40707179.32,False,Manufacturing,98.76,2023-02-26
236,Tammy Ellis,29,"Sound technician, broadcasting/film/video",Ajah,Ward 4 Ajah,Street 10 Ward 4 Ajah,3462886.5,8628901.95,True,Manufacturing,96.36,2023-11-27
237,Levi Adams,38,Intelligence analyst,Mushin,Ward 2 Mushin,Street 4 Ward 2 Mushin,7033189.5,23525160.79,False,Retail,97.39,2023-12-01
238,Brandon Thompson,44,"Scientist, clinical (histocompatibility and immunogenetics)",Kosofe,Ward 5 Kosofe,Street 1 Ward 5 Kosofe,3690030.0,9218336.75,False,Hospitality,47.35,2020-06-06
239,David Morris,54,Software engineer,Somolu,Ward 5 Somolu,Street 4 Ward 5 Somolu,3321345.0,8933288.14,False,Manufacturing,74.23,2024-10-24
240,Ryan Roman,27,Broadcast engineer,Ajah,Ward 1 Ajah,Street 5 Ward 1 Ajah,2683303.5,9819665.17,True,Retail,48.96,2022-07-10
241,Mary Ellis MD,52,"Psychologist, clinical",Agege,Ward 3 Agege,Street 1 Ward 3 Agege,4905826.0,15060352.21,True,Transport,54.68,2022-09-09
242,Jonathan Santana,69,Chiropodist,Victoria Island,Ward 5 Victoria Island,Street 3 Ward 5 Victoria Island,5414660.0,12369101.48,False,Hospitality,41.09,2021-05-13
243,James Henderson,56,Immigration officer,Badagry,Ward 3 Badagry,Street 3 Ward 3 Badagry,4209024.0,12461668.31,True,Real Estate,58.05,2020-03-05
244,Thomas Wilson,50,Control and instrumentation engineer,Surulere,Ward 3 Surulere,Street 6 Ward 3 Surulere,2901078.0,10318442.41,False,Transport,81.24,2023-04-27
245,Lauren Herman,42,Contractor,Badagry,Ward 1 Badagry,Street 4 Ward 1 Badagry,4899597.0,10829474.9,True,Real Estate,54.75,2022-05-19
246,Chad Stokes,64,Careers adviser,Kosofe,Ward 4 Kosofe,Street 8 Ward 4 Kosofe,386278.5,719836.38,True,Transport,43.32,2023-02-19
247,Jennifer Williams,52,"Accountant, chartered public finance",Ikorodu,Ward 1 Ikorodu,Street 8 Ward 1 Ikorodu,2936260.0,8297005.94,True,Finance,57.4,2024-03-19
248,Nichole Wilson,36,Occupational hygienist,Alimosho,Ward 5 Alimosho,Street 1 Ward 5 Alimosho,1482633.0,3679279.19,False,Retail,70.32,2020-08-29
249,Jennifer Tucker,70,Armed forces logistics/support/administrative officer,Ikorodu,Ward 1 Ikorodu,Street 8 Ward 1 Ikorodu,1217123.0,4805753.87,False,Transport,70.13,2025-03-23
250,Bradley Hunt,50,"Librarian, academic",Ajah,Ward 1 Ajah,Street 4 Ward 1 Ajah,3980839.5,8348157.55,True,Finance,86.04,2020-04-26
251,Rebecca David,56,Clinical molecular geneticist,Ikorodu,Ward 5 Ikorodu,Street 4 Ward 5 Ikorodu,2256554.0,5355292.37,False,Hospitality,67.87,2025-03-18
252,Patrick Christensen,29,"Surveyor, minerals",Ifako-Ijaiye,Ward 5 Ifako-Ijaiye,Street 9 Ward 5 Ifako-Ijaiye,1828320.0,5029104.01,False,Tech,86.5,2020-02-10
253,Pamela Palmer,30,Textile designer,Shomolu,Ward 2 Shomolu,Street 3 Ward 2 Shomolu,2125024.5,6645253.53,False,Hospitality,54.89,2023-10-14
254,Kevin Nguyen,58,"Clinical scientist, histocompatibility and immunogenetics",Lekki,Ward 3 Lekki,Street 1 Ward 3 Lekki,10217092.0,22616668.56,False,Manufacturing,63.27,2024-02-05
255,Jake King,38,Chief Marketing Officer,Badagry,Ward 2 Badagry,Street 9 Ward 2 Badagry,6038895.0,16960790.44,False,Finance,57.56,2025-03-26
256,Brianna Meyer,40,Leisure centre manager,Badagry,Ward 2 Badagry,Street 8 Ward 2 Badagry,7140118.5,16900227.11,True,Retail,70.69,2022-12-07
257,Brandon Duarte,65,Careers adviser,Kosofe,Ward 4 Kosofe,Street 9 Ward 4 Kosofe,4649548.5,13804269.24,False,Finance,66.42,2021-11-13
258,Jennifer Hunter,26,Fisheries officer,Oshodi-Isolo,Ward 2 Oshodi-Isolo,Street 7 Ward 2 Oshodi-Isolo,2634801.0,9422149.59,False,Retail,87.31,2021-06-03
259,Susan Elliott,61,Social worker,Mushin,Ward 3 Mushin,Street 1 Ward 3 Mushin,5643052.5,18844391.17,True,Real Estate,92.8,2021-02-05
260,Raymond Bridges,61,"Runner, broadcasting/film/video",Shomolu,Ward 4 Shomolu,Street 4 Ward 4 Shomolu,6472366.5,18496325.14,True,Finance,45.63,2024-11-09
261,Kelly Cooper,59,Ceramics designer,Victoria Island,Ward 5 Victoria Island,Street 4 Ward 5 Victoria Island,11430796.0,33596040.72,False,Hospitality,88.57,2021-11-03
262,Michael Young,60,Petroleum engineer,Epe,Ward 3 Epe,Street 6 Ward 3 Epe,3304849.5,7669676.59,True,Hospitality,54.62,2023-10-22
263,Benjamin Moore,38,Accounting technician,Ajah,Ward 3 Ajah,Street 2 Ward 3 Ajah,2114566.5,8397926.63,True,Finance,96.58,2022-05-10
264,Melissa Adkins,54,Proofreader,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 3 Ward 3 Ifako-Ijaiye,921130.5,2407085.14,False,Hospitality,76.88,2024-11-30
265,Stephen Davis,32,Horticultural consultant,Epe,Ward 4 Epe,Street 1 Ward 4 Epe,4173292.5,7787138.8,False,Hospitality,47.0,2024-11-08
266,Robert Evans,26,Product manager,Somolu,Ward 3 Somolu,Street 9 Ward 3 Somolu,3239850.0,7612992.93,False,Transport,58.91,2023-11-04
267,Derrick Bishop,23,Corporate treasurer,Somolu,Ward 3 Somolu,Street 2 Ward 3 Somolu,1343506.5,3463555.49,False,Retail,91.61,2021-09-27
268,Paula Austin,22,"Nurse, mental health",Ikorodu,Ward 3 Ikorodu,Street 8 Ward 3 Ikorodu,1046068.0,1891315.2,False,Finance,95.89,2024-03-15
269,Brett Ramirez,33,Freight forwarder,Epe,Ward 4 Epe,Street 8 Ward 4 Epe,1798419.0,3250137.82,False,Hospitality,85.77,2022-07-06
270,Amber Guerrero,68,Medical physicist,Somolu,Ward 2 Somolu,Street 3 Ward 2 Somolu,976236.0,1512364.77,True,Transport,57.34,2024-01-04
271,Michael Meza,46,Prison officer,Apapa,Ward 1 Apapa,Street 2 Ward 1 Apapa,5277768.0,17696772.19,False,Manufacturing,88.0,2020-10-04
272,Debbie Harper,59,"Civil engineer, consulting",Surulere,Ward 3 Surulere,Street 6 Ward 3 Surulere,3190168.0,10869135.62,True,Hospitality,71.06,2020-02-23
273,Carla Morrison,67,Media planner,Surulere,Ward 2 Surulere,Street 1 Ward 2 Surulere,8302990.0,15632561.72,False,Manufacturing,80.26,2023-07-30
274,Erica Anderson,33,"Horticulturist, commercial",Ikeja,Ward 4 Ikeja,Street 5 Ward 4 Ikeja,9011640.0,27260065.84,False,Finance,91.99,2024-01-24
275,Lisa Horton,64,"Research officer, government",Eti-Osa,Ward 3 Eti-Osa,Street 10 Ward 3 Eti-Osa,14453364.0,35054298.1,False,Tech,54.85,2025-08-09
276,Richard Pierce,53,Professor Emeritus,Lekki,Ward 3 Lekki,Street 4 Ward 3 Lekki,1214000.0,2667677.2,True,Retail,56.59,2025-11-15
277,Michael Mendez,52,Financial risk analyst,Shomolu,Ward 3 Shomolu,Street 7 Ward 3 Shomolu,4477326.0,12017884.47,False,Hospitality,56.02,2023-04-09
278,Cameron Steele,56,Public librarian,Yaba,Ward 5 Yaba,Street 2 Ward 5 Yaba,2080682.0,7132104.31,False,Real Estate,94.48,2020-09-07
279,Brett Carey,63,Architectural technologist,Yaba,Ward 4 Yaba,Street 1 Ward 4 Yaba,6517580.0,18215343.03,True,Retail,86.06,2025-06-30
280,Sarah Hamilton,38,Haematologist,Eti-Osa,Ward 2 Eti-Osa,Street 9 Ward 2 Eti-Osa,9709929.0,33652117.24,True,Tech,98.91,2026-02-26
281,George Arnold,69,Forest/woodland manager,Oshodi-Isolo,Ward 3 Oshodi-Isolo,Street 8 Ward 3 Oshodi-Isolo,3780300.0,9520145.55,False,Real Estate,72.17,2023-11-26
282,Richard Ward,67,"Teacher, early years/pre",Shomolu,Ward 2 Shomolu,Street 5 Ward 2 Shomolu,6945162.0,10914319.78,False,Manufacturing,61.55,2021-12-18
283,Joseph Carrillo,62,"Chemist, analytical",Eti-Osa,Ward 1 Eti-Osa,Street 7 Ward 1 Eti-Osa,1041117.0,2578711.99,False,Real Estate,87.57,2021-04-07
284,Deborah Sutton,34,"Surveyor, hydrographic",Ajah,Ward 4 Ajah,Street 2 Ward 4 Ajah,4853788.5,9425603.03,False,Retail,91.05,2026-02-05
285,Richard Carpenter,27,Health physicist,Ikeja,Ward 1 Ikeja,Street 5 Ward 1 Ikeja,9792375.0,31915190.73,True,Tech,71.54,2023-02-19
286,Carmen Hanson,34,"Psychotherapist, child",Surulere,Ward 3 Surulere,Street 6 Ward 3 Surulere,2376838.0,7429755.68,True,Hospitality,97.57,2023-08-10
287,Jenny Sullivan,48,"Civil engineer, consulting",Apapa,Ward 2 Apapa,Street 8 Ward 2 Apapa,1528567.5,3661386.28,False,Finance,99.21,2023-06-26
288,Miranda Mitchell,41,"Nurse, children's",Victoria Island,Ward 4 Victoria Island,Street 4 Ward 4 Victoria Island,12630996.0,21729248.25,False,Retail,95.12,2020-01-12
289,Joshua Barnes,42,"Secretary, company",Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 8 Ward 4 Oshodi-Isolo,5009077.5,13088177.72,True,Hospitality,46.75,2022-10-02
290,Mitchell Anderson,37,Medical secretary,Lekki,Ward 1 Lekki,Street 7 Ward 1 Lekki,14230476.0,28991218.11,False,Real Estate,64.3,2021-09-10
291,Sandra Washington,21,"Engineer, site",Kosofe,Ward 2 Kosofe,Street 5 Ward 2 Kosofe,4195860.0,14262994.97,False,Transport,86.62,2022-05-27
292,Margaret Phillips,44,"Research officer, trade union",Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 5 Ward 1 Oshodi-Isolo,5965189.5,16009676.65,True,Retail,69.77,2024-02-20
293,Terry Anderson,27,Museum/gallery curator,Lekki,Ward 3 Lekki,Street 9 Ward 3 Lekki,16869040.0,63269924.81,True,Transport,87.81,2023-04-18
294,Thomas Ramos,65,Lobbyist,Ajah,Ward 2 Ajah,Street 4 Ward 2 Ajah,7204053.0,24363262.94,False,Retail,88.18,2024-06-26
295,Tina Kelly,60,Radio producer,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 1 Ward 5 Oshodi-Isolo,3121327.5,8350955.07,False,Tech,55.06,2024-03-23
296,Mathew Mcintosh,31,"Engineer, automotive",Ikorodu,Ward 4 Ikorodu,Street 1 Ward 4 Ikorodu,2843181.0,5970139.63,True,Tech,49.59,2020-02-23
297,Sandra Gaines,33,Town planner,Mushin,Ward 4 Mushin,Street 1 Ward 4 Mushin,1266184.5,3391181.21,False,Real Estate,80.45,2023-09-24
298,Monica Romero,29,Logistics and distribution manager,Apapa,Ward 4 Apapa,Street 6 Ward 4 Apapa,7378576.5,23234606.03,False,Retail,59.3,2022-02-11
299,Benjamin Terrell,21,"Lecturer, higher education",Ikorodu,Ward 1 Ikorodu,Street 4 Ward 1 Ikorodu,4879414.0,14915348.94,True,Real Estate,46.59,2020-06-02
300,Jose Khan,36,"Therapist, nutritional",Eti-Osa,Ward 1 Eti-Osa,Street 2 Ward 1 Eti-Osa,13441479.0,40497086.25,True,Real Estate,66.24,2022-05-03
301,Daniel Murray,36,"Therapist, sports",Apapa,Ward 5 Apapa,Street 8 Ward 5 Apapa,1794648.0,5527856.06,True,Tech,99.59,2021-11-28
302,Travis Garcia,66,Research scientist (life sciences),Alimosho,Ward 4 Alimosho,Street 10 Ward 4 Alimosho,3204190.0,9776137.53,True,Retail,88.96,2020-07-19
303,Jonathan Fields,47,Osteopath,Alimosho,Ward 3 Alimosho,Street 10 Ward 3 Alimosho,2759457.0,6608637.27,False,Retail,87.42,2022-03-26
304,Ryan Kelly,46,Teaching laboratory technician,Kosofe,Ward 4 Kosofe,Street 3 Ward 4 Kosofe,7387309.5,22757058.69,False,Tech,89.77,2025-04-19
305,Kevin Powers Jr.,70,Chartered loss adjuster,Victoria Island,Ward 4 Victoria Island,Street 4 Ward 4 Victoria Island,1624868.0,4754503.69,True,Retail,81.35,2020-10-27
306,Ronnie Long,65,"Doctor, general practice",Alimosho,Ward 4 Alimosho,Street 8 Ward 4 Alimosho,3878280.0,9706935.37,True,Finance,72.15,2022-04-21
307,Theodore Williams,45,Health promotion specialist,Surulere,Ward 5 Surulere,Street 10 Ward 5 Surulere,494782.0,1912605.44,False,Transport,59.87,2023-08-18
308,George Spencer,25,Control and instrumentation engineer,Ikeja,Ward 2 Ikeja,Street 7 Ward 2 Ikeja,2164667.5,6295087.36,False,Manufacturing,55.2,2025-03-14
309,Jacob Casey,67,Mudlogger,Eti-Osa,Ward 3 Eti-Osa,Street 10 Ward 3 Eti-Osa,11785029.0,46209968.98,False,Hospitality,53.26,2021-12-19
310,Edward Williams,53,Airline pilot,Eti-Osa,Ward 2 Eti-Osa,Street 5 Ward 2 Eti-Osa,5279910.0,19891104.27,True,Transport,60.93,2024-03-23
311,Joseph Kennedy,69,Chartered management accountant,Agege,Ward 3 Agege,Street 1 Ward 3 Agege,2202295.0,5569930.29,False,Transport,98.49,2020-05-09
